ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
463085,0,0,35,1,0,0.0,2,1.0,5,1
461533,1,0,48,1,5,1.0,2,2.0,5,4
461187,1,0,29,0,5,9.0,2,4.0,2,4
461432,0,1,40,1,0,1.0,0,2.0,5,3
463978,1,1,38,1,0,1.0,0,3.0,1,3
459383,1,1,36,0,2,0.0,2,1.0,5,4
464020,1,0,20,0,5,0.0,2,4.0,5,4
467394,1,0,29,0,5,6.0,2,3.0,5,3
464539,1,1,42,0,4,3.0,1,3.0,3,1
461529,0,1,35,1,3,1.0,2,1.0,5,4
464943,0,1,37,0,2,1.0,0,6.0,3,2
466147,0,1,52,0,0,0.0,0,4.0,5,3
466263,1,0,53,1,0,0.0,2,2.0,3,3
461812,1,1,30,0,0,9.0,1,6.0,1,1
466848,0,1,65,1,0,1.0,2,2.0,5,2
467933,0,0,23,0,5,1.0,2,3.0,5,4
463957,0,0,32,0,3,0.0,2,3.0,3,3
462175,0,0,36,1,6,9.0,2,1.0,1,1
465818,1,0,27,0,3,1.0,2,3.0,3,2
467190,1,1,36,1,4,0.0,2,2.0,2,2
467848,1,0,37,1,0,12.0,2,1.0,5,2
462249,1,0,29,0,3,0.0,2,3.0,5,4
459311,1,0,29,1,4,0.0,2,5.0,5,3
462610,1,0,27,1,1,1.0,2,6.0,3,4
467309,0,0,35,1,2,2.0,2,1.0,6,2
467365,1,0,40,1,0,1.0,2,1.0,5,1
461913,1,0,37,1,3,6.0,2,4.0,1,1
462617,1,0,19,0,5,0.0,2,5.0,3,4
465485,1,0,29,1,5,0.0,2,4.0,5,4
461316,0,1,53,1,0,0.0,0,2.0,2,3
461079,0,0,26,0,2,4.0,2,1.0,6,1
465120,0,0,30,1,5,0.0,2,4.0,5,4
464671,1,0,30,0,3,1.0,2,2.0,3,4
465367,1,1,69,0,4,1.0,1,3.0,5,2
467088,1,1,57,1,0,0.0,2,1.0,2,1
463887,0,1,56,1,0,4.0,0,2.0,5,3
460250,1,0,27,1,5,8.0,2,4.0,5,4
465316,1,0,21,0,5,0.0,2,6.0,3,4
464713,0,1,71,1,0,0.0,1,4.0,0,2
465764,0,0,39,1,3,8.0,2,4.0,3,4
467080,0,1,87,1,7,1.0,1,2.0,5,1
460683,1,1,59,0,3,6.0,0,3.0,2,2
460042,1,0,32,1,8,8.0,2,1.0,5,4
463025,1,1,40,0,4,7.0,2,4.0,5,1
462179,0,0,31,1,8,0.0,2,9.0,6,4
464799,1,0,35,0,8,0.0,2,4.0,3,4
461934,0,1,46,1,0,8.0,0,2.0,5,3
459146,1,1,69,1,0,1.0,2,2.0,5,1
461448,1,1,69,1,1,0.0,1,3.0,5,3
466419,0,1,45,1,3,3.0,0,5.0,2,2
465443,1,1,38,1,0,0.0,2,4.0,5,1
459105,1,1,39,1,4,5.0,1,3.0,5,3
463232,0,0,23,0,5,2.0,2,5.0,5,4
464737,0,1,58,0,2,0.0,0,6.0,3,1
467922,1,1,84,1,3,0.0,1,2.0,5,4
465329,1,1,35,1,0,5.0,0,2.0,5,3
466512,0,0,22,0,5,1.0,2,2.0,5,4
466339,1,0,23,0,5,0.0,2,2.0,3,4
462870,0,0,41,1,0,3.0,2,3.0,5,4
464335,1,1,50,1,4,4.0,1,3.0,5,3
461353,1,1,50,1,4,0.0,1,4.0,5,1
463920,0,0,28,1,6,8.0,2,1.0,5,4
463712,0,1,37,1,1,1.0,0,2.0,5,3
464663,1,1,73,0,4,1.0,1,2.0,3,4
465000,1,1,50,1,4,1.0,1,3.0,5,3
467500,0,1,32,1,0,4.0,1,2.0,5,3
461536,0,0,39,1,1,2.0,2,1.0,5,2
464296,1,0,43,1,1,1.0,2,4.0,5,1
463142,0,0,33,1,0,5.0,2,2.0,3,2
461004,1,1,61,1,0,1.0,0,3.0,2,3
462323,0,1,70,1,1,0.0,0,2.0,5,3
467899,1,1,66,1,0,1.0,0,2.0,5,2
461941,0,1,72,1,0,0.0,2,1.0,5,3
461383,1,1,71,1,0,0.0,1,2.0,5,2
466616,1,0,18,0,5,8.0,2,9.0,5,4
464658,1,1,33,0,0,1.0,0,2.0,3,2
460699,1,0,28,1,0,9.0,2,1.0,5,1
460180,0,1,27,1,8,11.0,0,2.0,5,1
462683,0,1,38,0,2,1.0,2,5.0,0,2
464988,1,1,63,1,0,0.0,0,7.0,5,3
466593,1,1,70,1,7,0.0,1,3.0,5,1
464542,0,0,26,1,5,10.0,2,1.0,5,4
465678,1,1,36,0,3,1.0,2,2.0,3,1
467862,0,1,47,1,0,0.0,2,3.0,5,3
459394,1,0,28,0,3,9.0,2,2.0,5,1
460091,0,0,26,1,3,1.0,2,5.0,5,3
461260,1,0,20,0,8,1.0,2,3.0,3,4
463632,1,1,30,1,0,0.0,0,2.0,5,3
460047,1,0,41,1,3,8.0,2,2.0,5,1
460378,0,0,40,1,1,1.0,2,1.0,5,1
464758,0,1,47,0,2,1.0,0,4.0,3,2
460931,1,1,40,1,3,2.0,0,5.0,5,1
463240,0,1,53,0,2,0.0,0,3.0,5,1
459698,1,1,60,1,0,1.0,2,2.0,5,1
461598,0,0,27,1,0,8.0,2,1.0,5,1
465979,1,1,43,1,0,2.0,2,2.0,5,2
463974,0,0,33,1,6,7.0,2,3.0,1,3
466231,1,1,56,1,3,0.0,0,2.0,5,3
459833,1,1,70,1,4,1.0,1,2.0,5,3
462886,1,1,70,0,1,1.0,1,2.0,5,4
465998,0,0,40,1,2,6.0,2,3.0,5,4
466942,0,0,29,1,5,1.0,2,4.0,5,4
466310,0,1,40,1,2,0.0,0,2.0,5,2
467617,1,1,82,1,7,1.0,2,1.0,5,1
459975,0,0,38,1,0,7.0,2,1.0,5,2
464386,1,1,39,1,1,0.0,0,3.0,5,2
462005,1,1,39,1,0,0.0,0,2.0,1,3
465859,1,0,47,1,0,0.0,2,1.0,5,1
464394,1,1,75,1,7,0.0,1,2.0,5,1
466120,0,1,37,0,8,0.0,2,4.0,5,4
460964,1,1,84,0,7,1.0,1,2.0,5,1
461975,0,0,42,1,3,6.0,2,2.0,5,1
462172,1,1,39,1,1,0.0,0,2.0,0,4
464563,1,1,42,1,0,0.0,0,2.0,5,2
464945,0,1,40,1,0,1.0,0,2.0,3,1
463688,0,0,52,1,1,1.0,2,1.0,3,2
461750,1,0,52,0,0,5.0,2,1.0,5,2
464400,1,0,31,1,3,0.0,2,4.0,5,4
463052,1,1,37,1,8,1.0,2,2.0,5,4
461372,1,0,27,1,0,3.0,2,1.0,1,1
463367,0,0,35,1,2,4.0,2,4.0,1,3
467926,1,1,79,1,0,0.0,1,2.0,5,3
461483,0,0,28,1,1,1.0,2,4.0,5,3
467355,1,0,31,0,5,0.0,2,4.0,5,4
466416,1,1,88,0,4,0.0,1,3.0,5,4
460330,0,0,51,1,3,4.0,2,1.0,5,1
466789,0,1,53,1,0,0.0,0,2.0,2,2
466679,0,0,43,1,0,8.0,2,2.0,5,2
459362,1,1,55,0,4,0.0,2,2.0,5,1
466128,1,0,35,1,0,4.0,2,2.0,5,1
462474,0,1,25,0,2,1.0,0,2.0,3,1
459782,1,1,58,1,0,6.0,0,4.0,5,3
463113,0,0,32,1,1,1.0,2,6.0,5,4
466683,0,1,49,0,0,1.0,0,4.0,2,3
462103,0,1,53,0,3,9.0,1,2.0,5,1
459227,0,1,31,0,2,9.0,2,4.0,5,1
467761,1,0,39,1,0,1.0,2,2.0,5,2
459163,1,0,42,1,3,1.0,2,1.0,5,1
462455,1,0,20,0,5,1.0,2,5.0,1,4
460178,1,1,50,1,3,1.0,2,2.0,5,1
462803,1,0,26,0,1,0.0,2,6.0,1,2
460427,1,1,46,1,0,1.0,0,3.0,5,3
466343,1,0,30,1,1,0.0,2,2.0,2,1
461583,0,1,60,1,1,6.0,0,2.0,5,3
466461,1,1,84,0,7,0.0,2,1.0,5,4
462740,1,1,63,1,0,6.0,2,1.0,5,2
461355,0,0,38,1,5,0.0,2,2.0,5,4
465009,1,1,51,1,3,0.0,0,4.0,5,3
467658,1,0,20,0,5,0.0,2,4.0,2,4
462837,0,0,25,0,5,14.0,2,3.0,5,4
463907,0,0,33,1,1,0.0,2,5.0,5,4
462728,0,0,31,0,2,0.0,2,1.0,5,4
461175,1,1,57,1,5,1.0,2,3.0,5,2
464872,1,1,42,1,0,1.0,2,4.0,3,2
460830,1,1,40,0,3,2.0,0,5.0,1,2
459741,1,1,66,0,7,0.0,1,3.0,5,2
461154,1,0,21,0,6,0.0,2,4.0,2,1
464990,1,1,73,0,4,1.0,1,2.0,5,2
467886,0,1,46,1,0,0.0,2,2.0,5,3
459201,0,1,66,1,0,0.0,0,2.0,5,3
463357,1,1,27,1,1,0.0,0,2.0,4,4
462380,0,1,53,0,0,1.0,1,4.0,5,1
459884,1,1,80,0,7,8.0,2,1.0,5,4
461651,0,1,63,1,0,1.0,0,3.0,5,3
465336,0,0,41,1,1,9.0,2,1.0,3,1
461338,1,1,43,1,0,1.0,0,4.0,5,3
460485,0,0,18,0,8,9.0,2,5.0,2,2
467901,0,0,33,1,3,1.0,2,4.0,5,2
463713,1,0,30,0,2,9.0,2,3.0,3,4
464278,1,1,85,1,4,1.0,1,2.0,5,4
459595,0,1,36,1,0,4.0,1,7.0,5,3
461419,1,1,27,0,3,3.0,0,2.0,5,2
465767,1,0,28,0,5,0.0,2,5.0,3,2
460598,0,1,35,1,1,0.0,0,3.0,2,1
460714,1,0,26,1,3,1.0,2,3.0,5,4
461584,0,1,56,1,0,1.0,1,4.0,1,2
462066,0,0,26,1,0,13.0,2,2.0,5,2
463369,1,1,31,1,3,4.0,2,2.0,5,2
466586,1,0,21,0,5,0.0,2,2.0,5,4
464649,1,1,39,0,3,1.0,0,4.0,3,1
463209,0,0,51,1,0,0.0,2,1.0,5,3
466298,1,1,45,0,1,0.0,2,4.0,3,1
463904,1,1,77,1,4,1.0,2,1.0,5,4
462208,0,1,33,0,2,7.0,0,5.0,3,2
461755,1,0,29,0,0,1.0,2,3.0,1,1
466872,1,1,43,1,0,1.0,2,2.0,2,2
467104,0,0,18,0,5,1.0,2,3.0,5,4
463476,1,1,53,1,0,3.0,0,3.0,5,2
463953,1,1,28,1,3,3.0,0,3.0,6,2
462202,0,0,43,1,3,1.0,2,4.0,3,1
467830,1,0,31,1,3,1.0,2,3.0,5,4
461770,1,1,65,1,0,1.0,2,2.0,5,1
466525,1,1,33,1,0,0.0,0,2.0,5,2
462349,1,1,49,1,0,0.0,0,6.0,5,3
463964,1,0,33,0,5,1.0,2,4.0,5,3
459353,1,1,53,1,0,6.0,0,2.0,5,3
459709,0,1,47,1,0,7.0,0,4.0,5,3
461858,1,0,31,0,3,1.0,2,7.0,3,4
460450,1,1,52,1,4,1.0,1,4.0,3,2
460780,0,0,30,1,5,1.0,2,2.0,2,1
465105,1,1,69,0,4,9.0,0,2.0,5,2
460445,1,0,29,1,2,0.0,2,4.0,2,4
462961,0,1,56,0,2,1.0,0,5.0,5,2
463932,0,1,72,1,0,1.0,0,3.0,5,2
465651,1,0,30,0,2,1.0,2,4.0,5,4
463721,0,0,31,1,5,1.0,2,4.0,1,2
467369,1,0,41,1,0,2.0,2,3.0,5,1
461361,0,0,31,1,5,9.0,2,7.0,4,4
464793,0,1,26,0,8,7.0,1,3.0,3,1
459006,1,0,20,0,5,1.0,2,4.0,5,4
460204,1,1,41,1,0,4.0,2,4.0,5,1
466762,1,1,63,1,6,1.0,2,3.0,5,2
464318,1,1,88,1,4,1.0,2,1.0,5,4
465416,1,1,55,0,2,1.0,1,4.0,5,1
462117,1,0,32,1,3,1.0,2,2.0,5,4
460710,0,1,38,1,0,0.0,0,3.0,5,1
460098,0,1,62,1,2,1.0,2,1.0,2,2
465787,1,0,18,0,5,1.0,2,5.0,3,4
463365,1,1,67,0,4,1.0,1,2.0,5,4
464042,0,1,42,1,0,9.0,2,2.0,5,2
467627,0,0,45,1,2,0.0,2,1.0,5,1
464720,1,1,46,0,1,0.0,0,3.0,3,4
461123,1,0,20,0,5,2.0,2,4.0,3,4
465413,0,1,41,1,2,0.0,1,3.0,5,1
465126,0,1,35,0,2,7.0,0,4.0,3,1
465950,0,1,52,1,0,6.0,2,2.0,5,1
466734,0,1,63,1,0,1.0,0,4.0,5,2
466222,1,1,51,0,4,5.0,2,3.0,1,3
466142,0,1,29,1,3,0.0,0,2.0,5,1
467888,1,0,27,0,1,0.0,2,4.0,5,2
461992,0,0,37,1,1,1.0,2,1.0,3,1
459973,0,0,50,1,0,0.0,2,2.0,5,1
460695,1,1,74,1,7,1.0,2,1.0,5,1
464260,0,1,72,1,0,3.0,0,3.0,5,3
464140,0,1,83,1,7,1.0,1,2.0,5,2
465606,1,1,37,1,2,1.0,0,3.0,2,1
459050,0,0,19,0,5,0.0,2,3.0,5,4
462330,0,0,30,0,0,1.0,2,1.0,5,2
459940,0,0,46,1,2,1.0,2,2.0,0,2
466352,0,1,65,1,1,1.0,2,2.0,5,2
463558,0,1,88,1,7,1.0,0,2.0,5,3
460049,1,1,43,1,3,0.0,0,2.0,4,1
464148,1,1,50,1,4,9.0,1,3.0,1,3
465503,1,0,35,1,0,8.0,2,2.0,5,4
465082,1,1,67,1,7,0.0,2,1.0,2,1
459832,1,1,66,1,4,0.0,2,1.0,5,2
464609,0,0,39,1,0,3.0,2,2.0,5,3
466864,0,0,32,0,6,8.0,2,1.0,5,4
461458,0,0,40,1,0,6.0,2,1.0,5,2
459218,1,1,88,1,7,0.0,1,3.0,5,3
462860,1,0,30,1,5,8.0,2,5.0,5,4
462033,1,0,32,1,3,1.0,2,1.0,5,1
467695,1,1,43,0,8,1.0,2,2.0,6,4
463090,0,1,55,0,2,3.0,0,2.0,5,2
459219,0,1,47,1,0,0.0,0,3.0,5,3
466359,1,0,22,0,5,0.0,2,4.0,5,4
466088,0,0,31,0,5,0.0,2,7.0,5,2
462822,1,0,19,0,5,0.0,2,4.0,5,4
459076,1,1,69,0,1,0.0,0,2.0,5,3
463879,1,1,45,1,4,0.0,1,2.0,5,3
462827,0,0,22,0,1,1.0,2,3.0,2,1
461500,0,0,26,1,1,0.0,2,3.0,5,2
461553,1,0,39,1,0,1.0,2,3.0,6,1
467912,1,1,61,1,3,1.0,2,2.0,4,1
465029,0,1,74,0,7,1.0,1,2.0,5,3
460062,1,0,29,1,0,4.0,2,1.0,2,4
462863,1,0,29,1,6,5.0,2,1.0,5,4
460465,1,0,36,0,4,0.0,2,3.0,5,4
460335,0,0,63,1,1,0.0,2,2.0,5,2
466067,1,1,69,1,0,0.0,0,5.0,2,3
459807,1,1,81,1,7,1.0,2,1.0,5,1
463364,0,1,71,0,7,1.0,1,2.0,5,2
463599,0,0,31,0,5,10.0,2,2.0,2,3
462949,1,1,35,0,6,1.0,0,3.0,5,2
460275,0,0,52,1,0,6.0,2,1.0,5,1
462416,1,1,45,0,0,0.0,2,2.0,3,2
460846,0,0,19,0,8,1.0,2,4.0,5,4
459542,1,0,23,0,5,2.0,2,5.0,5,4
459080,1,1,77,0,7,0.0,2,2.0,5,4
463106,0,1,84,1,7,0.0,2,1.0,5,2
464728,1,1,47,0,3,1.0,1,4.0,3,4
466474,1,0,29,1,3,6.0,2,3.0,5,1
461711,0,0,35,1,0,8.0,2,3.0,1,1
460347,1,1,40,1,0,14.0,2,2.0,5,3
467689,1,0,35,0,5,1.0,2,1.0,5,4
460260,1,0,20,0,5,0.0,2,3.0,1,4
466344,1,0,43,1,3,0.0,2,2.0,1,1
466437,1,1,56,0,4,0.0,2,1.0,5,4
460423,0,1,53,1,0,3.0,2,1.0,6,1
459590,1,1,22,0,4,1.0,1,3.0,5,4
464668,1,1,32,0,5,1.0,1,4.0,3,4
463049,1,1,51,0,4,2.0,1,5.0,5,1
462407,1,1,37,0,1,2.0,0,4.0,5,1
459450,1,1,55,1,0,4.0,0,4.0,5,1
463255,1,0,42,1,3,3.0,2,2.0,5,1
462574,1,0,20,0,5,1.0,2,5.0,3,4
465761,0,0,42,1,0,12.0,2,2.0,3,1
467728,0,1,38,0,2,1.0,1,5.0,5,2
465841,0,0,52,1,2,3.0,2,1.0,5,1
460117,0,1,48,1,8,9.0,2,1.0,5,4
466619,1,1,37,1,3,5.0,0,2.0,5,3
461722,1,0,27,0,1,1.0,2,3.0,5,2
460898,1,1,48,0,0,3.0,0,4.0,5,2
463627,0,0,25,1,8,5.0,2,2.0,3,4
460403,0,0,56,1,1,3.0,2,1.0,5,1
459818,0,1,68,0,7,1.0,2,1.0,5,4
463732,1,0,21,0,5,0.0,2,4.0,5,4
467112,1,0,43,1,0,1.0,2,2.0,1,2
459902,1,1,52,1,7,8.0,1,2.0,5,3
463233,1,1,50,0,4,0.0,0,5.0,5,2
467721,1,0,41,1,3,0.0,2,1.0,3,4
465915,1,1,40,1,3,8.0,0,2.0,5,2
464506,1,0,32,1,5,8.0,2,2.0,3,4
460624,1,1,57,1,6,5.0,1,2.0,5,1
462020,0,0,25,1,0,13.0,2,2.0,5,3
464320,1,1,74,0,7,0.0,1,2.0,5,1
461561,0,1,46,1,0,0.0,0,2.0,5,3
465953,0,0,50,1,0,1.0,2,1.0,5,4
463309,1,1,50,1,0,0.0,0,2.0,2,2
459134,0,1,69,1,7,0.0,1,2.0,5,3
464195,1,0,29,1,0,0.0,2,1.0,5,1
466504,1,1,38,0,4,9.0,1,5.0,5,2
466792,0,1,82,0,7,0.0,2,1.0,5,1
463837,0,1,50,0,2,0.0,2,3.0,6,2
465384,1,1,56,1,0,0.0,1,2.0,5,2
462050,1,0,19,0,5,4.0,2,3.0,1,4
465268,1,1,29,0,4,12.0,2,3.0,5,2
461370,1,0,26,1,1,1.0,2,3.0,5,4
464225,0,0,31,0,1,1.0,2,5.0,2,3
466665,1,1,42,1,0,0.0,0,2.0,5,1
462290,0,0,33,1,1,1.0,2,1.0,5,2
459326,1,1,35,0,5,1.0,2,5.0,5,4
464926,0,1,46,0,2,0.0,1,3.0,3,1
460343,0,0,67,1,0,0.0,2,2.0,5,2
463626,0,0,35,0,0,7.0,2,2.0,5,4
464266,1,0,28,0,1,8.0,2,3.0,5,1
464491,0,0,43,0,1,8.0,2,1.0,3,4
463440,0,1,73,1,0,0.0,0,3.0,0,3
463602,0,0,21,0,5,8.0,2,4.0,5,4
464706,0,0,32,0,1,1.0,2,3.0,3,4
460313,1,0,32,1,0,13.0,2,3.0,5,1
465497,1,0,25,0,6,14.0,2,3.0,4,1
465846,0,0,40,1,0,5.0,2,1.0,5,1
463374,0,0,19,0,5,0.0,2,3.0,5,4
462704,1,1,48,1,4,5.0,1,5.0,5,2
462160,0,0,36,1,0,3.0,2,3.0,5,3
461365,1,0,27,0,5,1.0,2,3.0,5,4
464205,0,1,82,0,3,0.0,1,2.0,5,2
459294,1,0,23,0,5,9.0,2,4.0,5,4
460318,1,0,30,1,3,14.0,2,3.0,5,4
467967,1,0,30,1,3,8.0,2,4.0,5,1
461797,1,0,30,1,5,1.0,2,3.0,5,4
462980,1,0,28,1,3,1.0,2,5.0,5,3
462361,1,1,60,1,0,0.0,2,2.0,3,1
461855,0,1,52,1,0,1.0,0,2.0,5,3
467522,0,0,19,0,5,0.0,2,2.0,5,4
463327,1,1,40,0,4,1.0,2,5.0,4,4
459824,1,0,38,1,3,8.0,2,1.0,5,4
461051,0,1,71,1,3,1.0,0,2.0,5,2
461142,0,0,40,1,2,1.0,2,3.0,2,2
461521,1,1,68,1,0,0.0,1,2.0,5,2
467792,1,0,21,0,5,0.0,2,4.0,5,4
464654,0,1,39,0,2,1.0,0,4.0,3,2
459111,1,1,41,1,4,0.0,2,4.0,5,2
466473,0,0,22,0,5,0.0,2,3.0,1,4
460046,0,1,49,1,0,3.0,2,2.0,5,2
466698,0,1,26,1,5,8.0,2,2.0,2,4
459927,0,0,27,0,2,0.0,2,2.0,2,4
467057,0,0,50,0,3,8.0,2,2.0,5,1
466052,0,1,37,1,6,5.0,2,2.0,3,4
464210,1,0,43,1,8,0.0,2,2.0,5,1
465873,1,0,35,1,3,13.0,2,1.0,5,4
459802,0,1,50,1,0,1.0,2,1.0,5,3
464817,1,0,31,1,0,7.0,2,1.0,3,1
460845,0,0,20,0,5,0.0,2,2.0,5,4
459072,1,1,66,1,3,1.0,0,2.0,5,3
465694,1,1,37,1,5,1.0,0,2.0,3,1
466381,1,1,52,1,0,2.0,0,2.0,5,3
460947,1,1,45,1,4,7.0,1,5.0,5,3
467338,0,0,27,1,5,2.0,2,6.0,5,4
467189,0,1,46,1,0,1.0,1,4.0,5,3
466456,0,1,43,0,1,9.0,2,1.0,1,1
463805,0,0,32,0,1,8.0,2,6.0,5,3
462427,1,1,87,1,7,9.0,2,4.0,5,3
466906,1,0,59,1,0,1.0,2,2.0,5,2
461842,1,1,63,1,0,1.0,0,3.0,5,3
462400,1,0,47,1,0,0.0,2,1.0,5,2
466598,0,1,45,1,0,9.0,2,2.0,5,3
466940,1,1,79,0,7,0.0,2,1.0,5,4
461754,1,1,65,0,3,1.0,1,2.0,5,2
461376,0,0,38,1,5,0.0,2,2.0,5,2
462025,1,0,20,0,5,2.0,2,3.0,3,4
465720,0,1,36,1,0,1.0,2,2.0,5,3
466354,1,0,22,0,5,0.0,2,4.0,5,4
463857,1,1,56,0,5,0.0,1,4.0,6,2
465849,0,0,32,1,1,5.0,2,3.0,3,1
464100,0,0,33,1,5,1.0,2,1.0,5,4
461444,0,1,68,1,0,1.0,1,2.0,5,3
464711,0,1,38,1,0,7.0,0,3.0,0,2
465349,0,1,49,1,0,0.0,1,4.0,5,3
463407,0,0,33,0,1,0.0,2,1.0,2,4
466632,0,1,57,1,0,1.0,1,2.0,5,3
464641,0,1,65,1,7,2.0,2,6.0,0,4
462154,1,1,36,1,3,0.0,0,2.0,5,3
464754,0,1,43,0,2,4.0,0,7.0,3,1
460167,0,0,18,0,3,1.0,2,5.0,1,3
461987,0,1,43,0,2,1.0,0,2.0,5,2
463259,1,1,75,1,7,0.0,2,1.0,5,1
461628,1,1,39,1,5,11.0,0,2.0,5,2
459126,1,1,61,1,0,2.0,2,2.0,5,2
465143,1,0,26,1,2,0.0,2,5.0,3,3
460860,1,1,52,1,0,7.0,0,4.0,5,2
467629,1,1,50,1,0,1.0,2,1.0,5,2
461720,0,0,51,1,0,1.0,2,1.0,3,2
460086,1,1,50,0,0,1.0,0,3.0,5,3
465832,1,1,53,1,4,9.0,1,5.0,3,2
467070,1,1,40,0,4,5.0,2,4.0,5,4
463541,0,0,26,0,5,0.0,2,3.0,4,2
462431,1,0,32,0,3,9.0,2,4.0,5,1
461387,0,0,22,0,5,5.0,2,3.0,1,4
461693,0,1,36,1,0,1.0,0,4.0,5,2
466010,0,1,69,0,1,0.0,2,1.0,2,1
465674,0,0,39,1,3,1.0,2,2.0,3,1
459405,0,1,81,0,1,0.0,1,2.0,5,1
465989,0,0,28,0,5,9.0,2,2.0,5,4
465598,1,0,28,1,5,6.0,2,5.0,1,4
466093,1,0,52,1,3,1.0,2,5.0,3,2
462773,0,1,40,1,0,4.0,0,5.0,5,2
465763,0,1,37,0,0,0.0,0,2.0,3,4
462958,1,0,26,0,8,1.0,2,5.0,5,4
467056,0,0,31,0,6,8.0,2,1.0,5,1
461990,0,1,68,1,7,0.0,2,2.0,5,3
464480,1,1,42,1,0,1.0,0,3.0,5,3
461318,0,1,56,1,0,1.0,0,6.0,4,3
467398,1,1,37,0,3,1.0,2,2.0,5,1
464222,1,1,58,1,0,1.0,2,1.0,5,4
465427,1,0,33,1,0,7.0,2,1.0,5,1
460652,0,0,31,0,6,8.0,2,1.0,3,4
463642,0,0,27,1,5,0.0,2,3.0,1,2
462672,1,0,25,0,5,7.0,2,4.0,3,4
466112,1,1,51,1,3,1.0,0,2.0,5,2
459831,1,1,37,0,2,8.0,0,3.0,3,4
463027,1,1,69,1,4,1.0,0,4.0,5,2
462467,0,1,45,0,1,1.0,2,1.0,5,1
461469,1,1,38,1,0,0.0,2,2.0,5,3
467051,0,0,19,0,5,0.0,2,4.0,5,4
465928,0,0,32,1,5,6.0,2,3.0,5,4
462491,1,0,31,1,0,1.0,2,5.0,5,3
460642,1,0,19,0,5,13.0,2,3.0,2,4
460988,1,1,41,1,3,0.0,0,3.0,3,3
461108,1,0,21,0,5,1.0,2,4.0,2,4
463329,1,0,23,0,5,0.0,2,6.0,2,4
466153,1,1,65,0,3,0.0,0,2.0,5,3
467027,1,0,31,0,4,4.0,2,5.0,0,4
466710,0,1,73,0,0,1.0,1,2.0,5,3
465616,1,1,42,1,1,9.0,2,2.0,5,3
463173,1,0,47,1,0,0.0,2,1.0,2,2
465779,0,0,19,0,5,0.0,2,5.0,1,4
465826,1,1,45,0,4,3.0,2,9.0,3,4
463575,0,0,28,1,3,0.0,2,3.0,5,4
466075,0,1,50,1,2,1.0,0,4.0,3,2
461723,1,0,26,1,5,8.0,2,2.0,5,3
460783,1,1,82,1,7,0.0,2,1.0,5,2
465962,1,1,33,1,5,0.0,2,2.0,6,1
462781,1,0,50,0,8,1.0,2,2.0,6,3
466020,1,1,83,0,7,0.0,2,1.0,5,4
461502,0,0,37,1,0,9.0,2,1.0,5,2
463280,1,1,37,1,0,6.0,0,2.0,2,1
466936,1,1,55,0,7,1.0,1,3.0,5,3
460552,1,1,61,1,0,0.0,2,2.0,2,3
459345,0,1,39,1,0,3.0,2,1.0,5,2
464256,1,1,40,1,0,0.0,2,2.0,5,3
467097,1,1,55,1,0,2.0,2,1.0,5,2
462571,1,1,50,1,5,1.0,0,1.0,5,4
463765,1,0,26,1,1,13.0,2,3.0,5,4
460152,0,0,53,1,0,1.0,2,1.0,5,3
459587,0,0,32,1,0,7.0,2,3.0,5,1
460995,0,0,31,1,8,0.0,2,1.0,5,4
465426,1,0,30,0,5,0.0,2,4.0,5,2
461452,0,0,31,1,1,0.0,2,4.0,2,1
460797,1,1,47,1,0,4.0,2,1.0,2,1
466618,1,1,49,1,0,3.0,0,2.0,5,3
462168,1,1,37,1,4,1.0,1,3.0,5,2
465338,1,1,47,1,0,13.0,0,4.0,5,3
463501,1,1,52,1,4,0.0,1,2.0,5,3
459726,1,1,79,0,7,0.0,1,2.0,5,2
463516,1,1,47,0,4,1.0,1,6.0,5,3
463359,1,0,23,0,5,1.0,2,4.0,5,4
463488,0,0,29,0,2,9.0,2,4.0,3,1
465872,0,0,33,1,2,10.0,2,1.0,5,1
460588,1,0,21,0,5,0.0,2,4.0,2,4
460236,1,0,18,0,5,8.0,2,4.0,5,4
460802,1,1,70,1,7,0.0,1,2.0,5,3
459467,0,1,56,1,0,0.0,0,2.0,5,3
466953,1,1,42,1,0,2.0,0,2.0,5,2
459086,0,0,28,0,5,1.0,2,2.0,5,2
460827,1,1,81,1,7,9.0,2,1.0,5,4
464272,1,0,30,1,0,9.0,2,2.0,5,1
461063,1,1,53,0,7,0.0,2,2.0,5,4
467302,1,0,26,1,4,9.0,2,4.0,5,4
461935,1,1,51,1,0,1.0,2,3.0,5,3
459089,1,0,19,0,0,9.0,2,7.0,6,2
462365,1,1,75,1,7,0.0,1,2.0,5,2
459628,0,1,51,1,2,0.0,2,1.0,5,1
467332,0,1,70,1,6,3.0,2,2.0,5,2
460443,0,0,38,1,1,0.0,2,1.0,5,1
462195,0,0,21,0,5,0.0,2,4.0,3,4
466228,1,1,80,0,7,0.0,2,1.0,3,2
467589,1,0,33,0,3,1.0,2,1.0,5,4
466107,1,1,48,1,3,1.0,0,6.0,5,3
466452,0,0,33,1,2,0.0,2,3.0,0,4
467074,0,0,31,0,5,1.0,2,4.0,5,3
464233,0,1,48,1,0,1.0,0,2.0,5,3
462225,1,1,49,0,2,1.0,0,8.0,3,4
465970,0,1,38,0,0,1.0,2,1.0,5,2
460094,0,0,39,1,0,0.0,2,1.0,2,1
